縣市,選區,姓名,在任狀態,政黨,政見,備註
台中市,八,江啟臣,1,中國國民黨,1.推動憲政改革及國會透明化。 2.擴大公托規模，推動混齡照護，倡議「隔代學習中心」。 3.建立父母酒、藥癮強制戒治和支持系統。 4.強化長照服務申請單一窗口，推動長照費用納入所得稅抵扣。 5.以弱勢優先原則，檢視社福民生政策與法案。 6.提倡引進企業加入學貸還款機制。 7.爭取經費整建老舊校舍；整合偏鄉資源，優化教學環境。 8.落實雙軌技職訓練體系，增加獎勵誘因，健全師徒體制。 9.要求將電競產業列入正式運動項目。 10.協助中小企業解決用地取得、勞力不足問題。 11.要求政府加強勞動檢查，改善勞工過勞情況。 12.捍衛「東勢-豐原生活圈快速道路」復工，保留中央補助款。 13.力促國道四號豐原潭子段2020年通車、中科南向三合一聯外道路107年、新社129線道拓寬105年完工。 14.監督落實台8線3年十億經費，持續推動中橫復建。 15.強化「台灣菇類菌種產發研究中心」功能，催生「菇類產業文化園區」。 16.督促政府解決農業缺工，鼓勵年輕人返鄉務農；提高農業保險補助，擴大保險範圍。 17.推廣有機農業，簡化標章申請流程；力推甜柿造林生態園區，創造混農林業新典範。 18.督促「豐富專案」兵工廠搬遷，爭取國民運動中心進駐。活化豐原文高一用地，增設網球、籃球場。 19.監督鐵路高架，要求車站進化，發展豐原新商圈。爭取葫蘆墩圳生態親水廊道配套，解決停車問題。 20.推動豐園北科大木創中心，培育木藝人才。 21.整合大甲溪中上游水庫、水壩與電廠，建立「大甲溪水利生態文化廊道」，推動石岡水壩管理中心升級「大甲溪環境生態教育中心」。 22.活化東勢林業園區，開辦中橫小型巴士，活絡山城觀光。,
彰化縣,一,王惠美,0,中國國民黨,一、 六鄉鎮新生活機能圈：1、北以和美向伸港與線西伸展，南以鹿港向福興和秀水延展，形成六鄉鎮生活圈擴大發展。2、發展全面藝術文化，打造歷史、文創、觀光與在地工業的 鹿港、福興、秀水；觀光、農漁牧休閒、文創紡織、農業文化特色的和美、伸港和線西。3、建構區域便捷連絡道路。 二、 建立老人、婦女、兒童友善環境：1、推動老人日照、學生課後輔導中心。2、建構老人、婦幼主動關懷求助通報系統。3、幼兒教育券3歲發放。 三、 完善在地經濟、青年創業環境：1、擴大青年創業預算。2、鼓勵返鄉創業。3、輔導擴大在地產業增加就業。4、閒置空間活化青年創業基地。5、補助特色古建築修繕再利用。 四、 農業精緻發展環境：1、輔導現代化生產和生技技術提高農作價值。2、災損補償簡化程序快速發放。3、爭取擴大補助農機具購置。 五、 勞工安全、安心環境：1、催生薪資調整機制。2、提高工安意外補償。3、爭取法扶中心設置勞工權益專責法律協助機制。 六、 社會福利安全環境：1、推動身心障輔具服務及資源整合單一窗口。2、中低收入戶老舊屋修繕放寬補助限制。3、長期照護支出列入所得特別扣除額。 七、 教育改革友善學習環境：1、改革12年國教升學制度。2、推動公立國中小學及高中職免學費。3、恢復技職教育體系，強化產學合作增加技能。4、設置新住民及子女教育輔導系 統。,2018/12/25辭職
彰化縣,一,柯呈枋,2,中國 國民黨,我參選立委的政見，我必全力逐條實現 一、善盡立委職責，監督政府施政，嚴格審查預算，為國家財政把關，杜絕一切資源浪費。 二、確實反映民意，迅速回應鄉親需求，以人民意志為依歸，落實於政策之制訂與執行。 三、立委最重要之職責為制定法律，呈枋必以專業法學背景知識及經驗，提出具體 福國利民之法案。 四、配合縣長加速推動彰北捷運延伸至鹿港，帶動人潮振興觀光，活化沿線商機， 繁榮地方經濟。 五、致力降低彰北空污，保護鄉親肺部健康及空氣潔淨，台中火力發電廠必須降載減量。 六、全力配合農漁會政策，爭取中央預算照顧農漁民生活，加強沿海鄉鎮建設，平衡城鄉發展。 七、完善長照敬老環境，爭取各項社福經費，推動長者居家服務與在地老化以滿足長照需求。 八、易淹水地區及農地污染區域之改善及整治相當重要，督促政府提出全面性之配套方案。 九、大鹿和區之產業振興計畫攸關未來之經濟發展，整合中央部會資源配合彰化縣 府全力推動。 十、翻轉莘莘學子所處之教育環境，促進鄉鎮教育E化，解決偏鄉教育資源匱乏， 補救數位學習落差。 十一、爭取專款維持古蹟留存，保存彰化現有之古蹟特色，爭取鹿港設立國家傳統藝術中心。 十二、打造一鄉一特色，輔導建立六鄉鎮特色農產品牌，創品牌、擴通路、拚經濟！ 十三、於鹿港、和美此二鎮設立服務處，提供每週與鄉親面對面之諮詢服務，傾聽 民意落實有效溝通。 感謝鄉親給貧苦出身的年輕人服務國家人民的機會，呈枋必定認真問政，絕不辜負您的期望！,缺額補選
彰化縣,二,黃秀芳,1,民主進步黨,一、 要生存：台灣為主權獨立國家，自己的國家自己救。堅持以對等公平開放原則，推動國際經貿交流。 二、 要民主：修正公投法，調降公投門檻。修正選罷法，降低罷免門檻。廢除考試院及監察院，落實三權分立。通過政黨法，不當黨產歸還全民。 三、 要發展：配合縣府施政，全力爭取中央經費補助各項重大建設。推動鐵路高架捷運化、彰化市南外環(大埔截水溝)道路，改善交通問題。推動區域排水灌排分離，解決灌溉用水 及市區排水汙染問題。加速推動彰化市各區都市計畫，協助爭取花壇新行政文教園區。推動觀光產業，活化八卦山風景區、設立芬園先民遺址博物館、花壇八卦窯文創園區、扇 形車庫鐵道文創園區、市區老屋重生再創文化新價值，促進地方繁榮。 四、 要改革：修正財劃法，推動稅制改革，落實社會公平正義。務實合理推動各項年金改革，反對債留子孫。改革教育制度，強化技職教育體系。課綱調整應符合專業並透明合法。 設立國會電視台，杜絕密室政治。 五、 要服務：傾聽民意，為民喉舌，以身作則，嚴守法治。督促政府建構實現青年創意及創業行動平臺。重視青年看法，以正面態度看待學運。 六、 幸福安居：修改食安法，吃的安全。改善校園危樓，學的安心。強化汙染管制，呼吸健康。推動非核家園，住的安全。推動多元住宅方案，住者適其屋。增加警消裝備，保障人 民生命財產安全。 七、 福利生活：配合縣府爭取中央經費補助，落實推動各項福利措施。推動建立完整長照制度及幼托整合制度，讓老者有所養，幼者有所長。推動尊重與包容之多元文化社會。,
彰化縣,三,洪宗熠,1,民主進步黨,1.建構世代正義，避免資源壟斷，創造永續、公平、正義的家園。 2.捍衛生態、生活、生產等三生永續環境，守護彰化健康家園。 3.敦促修正空污法，落實跨縣市監督防治，避免跨區域空氣污染。 4.監督整治彰化河川、海域污染，還給縣民清新健康環境。 5.矢志捍衛彰化農業優質生產基地，齊心對抗環境污染，掌握農業水資源。 6.落實產業綠能化，修法協助傳統產業節能省水轉型升級。 7.推動彰化縣環保綠能農牧業專區，提振在地畜牧業產值。 8.強化地方農產行銷、新鮮儲運、安全品牌，再創彰化農業新氣象。 9.提倡農業產官學合作，修法保障鼓勵青年返鄉投入精緻農業生產。 10.平衡城鄉差距，彌補青年教育、醫療品質、生活環境落差，讓民眾安居樂業。 11.推動以社區為單位，醫療、托育、照顧三合一的在地照顧體系。 12.扭轉偏遠地區交通劣勢，監督61線於108年全線完工、推動76線盡速定案開工、爭取濁溪快速道路開闢。,
彰化縣,四,陳素月,1,民主進步黨,1.推動東彰快速道路(山腳路替代道路)，將台74線甲線自花壇向南延伸連結大村、員林、社頭、田中、二水，銜接國道3號。2.爭取田中高鐵站對外交通路網，銜接各鄉鎮，強化高鐵 站週邊運輸能量，並串連南投、雲林成為南彰化出入門戶，帶動南彰化發展。3.爭取提高彰化縣之中央統籌分配款，縮小與六都之城鄉差距。4.確實監督政府推動12年國教品質，為 縣內各級學校爭取經費，建立優良教育環境。5.推動建立食品源頭管理制度，爭取輔導農民生產有機無毒農業蔬果，保障彰化縣民飲食安全。6.爭取中央經費發展在地產業特色，包 括：田尾花卉、永靖園藝景觀產業園區、社頭織襪產業專區、大村葡萄生產基地，從觀光運銷、創意加值、技術提昇等面向，提高產業收益。7.爭取彰化各火車站區設置U-biKe公共 自行車，彌補在地公共運輸不足，並結合當地文化古蹟、自然景觀、遊憩資源、農村文化，推動深度觀光旅遊，帶動地方發展。8.爭取推動失能老人行動照護，規劃設置社區交通服 務網，提供行動不便者溫馨巴士、就醫、洽公所需之交通接送。9.改善彰化投資環境，鼓勵企業根留台灣，促進產業升級，擴大就業機會，保障勞工權益，創造勞資雙贏。10.立法院 儘速審議通過兩岸協議監督條例，確保兩岸未來任何協議，都是經過公開透明的監督討論而產生，以確保台灣的利益為優先目標。11.推動新陽光法案，讓台灣未來邁向更健全的清廉 政治。12.發展潔淨能源，明訂非核家園年限。13.維持台灣現狀，政治協商必須先取得台灣人民同意授權，事後由人民複決。深化民主、人權與法治，作為國防、外交最堅強後盾。 14.加強八卦山脈水土生態保育。推動強化水資源永續利用，促進節水產業發展。,
南投縣,一,馬 文 君,1,中國國民黨,一、正直敢言為家鄉南投向中央發聲，堅持認真理性、專業問政，深根基層、用心在地服務，傾聽民眾聲 音，善盡立委職責。 二、關心婦幼、身心障礙者、弱勢團體、新住民就學、就業權益，建置完善高齡社會健康照護體系，創造 青年在地生活就業機會，全面提升南投醫療院所品質。 三、守護教育，改善學校教學環境設備、運動設施，縮減城鄉教育資源差距，提升學童競爭力，正視單親 和隔代教養家庭問題。 四、持續關心農民權益，開放農業外勞，改善農水路、野溪整治、農田水利建設，促進農村再生及發展， 推動在地農業特色經濟，農民收入倍增，創造南投富麗農村。 五、創造在地勞工就業機會，提高勞工所得，保障勞工穩定就業，定期檢討基本工資，改善勞工就業環境 ，照顧勞動者老年退休生活。 六、重視體育、藝術文化人才培養，留住人才在南投扎根傳承，積極推動體育、藝文發展，爭取經費增建 體育、藝文場館，帶動縣民運動、藝文風氣普及社區、職場。 七、爭取重大交通建設，建構完善交通網絡，倡導低碳載具、環保旅遊型態，守護土地和環境，珍視客家 文化，推動客家文創產業聚落，協助縣府爭取中央資源，打造南投觀光休閒首都。,
南投縣,二,許 淑 華,1,中國國民黨,一、制定利國、利民、利生態的綠色法令。 二、修改不合時宜法令，增列有助國家發展社會平權法令。 三、選民服務，爭取中央經費及社會資源，推動各項施政： 　　1、全面改善交通，重視偏遠路況。 　　2、多元發展觀光，俾利地方發展。 　　3、活化工商產業，增益全民福祉。 　　4、振興精緻農業，豐裕農民收益。 　　5、優質教育環境，加強公民教育。 　　6、助老幼濟貧弱，佐助弱勢社團。 　　7、均衡城鄉落差，福利全國平等。 　　8、提昇醫療水平，輔助偏鄉醫政。 　　9、扶植文化創意，建構進步文明。 　　10、落實環保家園，美化生活環境。,
雲林縣,一,蘇 治 芬,1,民主進步黨,經濟產業 1、新農業政策：安全生產專區，扶植社場中衛體系；以計畫生產、取代進口為目標；青農技職納入教育體 系。 2、新能源政策：推動電業自由化；爭取在地「日頭專案」，發展太陽能風力發電、綠能養殖專區。 3、新生活經濟：以農博基地為核心的百大亮點，結合台糖軌道，促進在地觀光產業。 4、農業會展園區：以虎尾高鐵站為起點，爭取「農業會展園區」，讓雲林領銜農業成為亞洲新亮點。 5、爭取台糖、國防部和公有土地，盤整政策之優劣，推動功能不一的土地利用（例北港六星計劃）。 社會福利 1、實現在地老化，配合個人需求，提供從支持家庭、居家、社區到機構式照顧的多元連續服務。 2、培訓足夠的本國長期照顧人力，提升長照品質與創造就業機會。 3、以租稅公平為原則，提供充足穩定的長期照顧財源。 環境保護 1、推動中央修法(1)禁燒生煤及石油焦，並提高天然氣發電。 (2)以雲林縣政府歷經五年的流行病學研究，針對不同汙染物排放進行加嚴的法令。 2、整治濁水溪揚塵，規劃環境保育林、人工濕地及水塘；加強低灘地管理，減少河床裸露面積及時間。 3、檢討水資源政策；保存埤塘，廣設滯洪池，推動地下水庫，解決下陷問題。 文化政策 1、爭取縣內現有館舍規劃成博物館群。（例北港文化中心有典藏、表演藝術、工藝文創） 2、爭取設置縣立圖書館，豐富縣民精神生活。 3、爭取設置新住民文化故事會館，深化教育部「全國新住民夥伴計畫」，促成「新住民子女留學專案」，培 養前進東協的人才。,
雲林縣,二,劉 建 國,1,民主進步黨,1創造友善醫療環境及樂齡社會：促成台大雲林分院通過106年準醫學中心；建立雲林首座高齡友善醫院；實施長者優質醫療照護計畫、老人失智症 篩檢及醫療照護措施；建置長者遠端監測網路系統；爭取低底盤公車，長者行無障礙。2推動環保立縣：加強防治河川揚塵、設置監督空污機制、 訂定空污總量管制；推動禁燒生媒條例、能源轉型、環境權、健康權與徵收碳稅（費）及石化產業專區設立國家級災害應變中心。三滋養雲林，農 業改革：以西螺（已爭取七億）的富麗農村風情小鎮為軸心，漸進聯結周邊鄉鎮，塑造一鄉一特色的雲林農牧業共榮圈；推動雲嘉農業特區發展條 例及農業保險；增修農會法；設立高價值農產品示範區，輔導轉型觀光農場及網路串連式行銷。四擴增大眾運輸網絡：持續擴大已爭取雙鐵雲林站 接駁公車及快捷公車運輸、綠色運輸網路系統；增列雲林好行觀光列車。五改善偏鄉教育：釐清中央及地方權責，穩定偏鄉教育預算；賡續推動雲 林牙聯健雲學園課後輔導計劃與新住民生活輔導、權益照顧維護；增強弱勢家庭、長者及新住民等衛教觀念。六扶植弱勢家庭，免於貧窮威脅推動 家庭發展帳戶，協助低收入戶自立、自主；推動兒童發展帳戶，擺脫青年貧窮。七已修法改制，因應少子化：鼓勵女性勞工生育，爭取國民年金保 險生育給付增為兩個月；推動生產事故救濟補償條例，降低醫療糾紛；解決女性勞參率的困境；充實保育設施、完善生產育兒及就業環境等政策。,
嘉義市,,李 俊 俋,1,民主進步黨,一、堅持兩岸交流對等尊嚴、確保國家主權完整與民主選擇： 推動兩岸協議監督條例，確保兩岸交流對等尊嚴，協議簽訂公開透明，提升人民參與，避免黑箱。 二、推動國會改革、建立全民國會： 確立權力分立，建構國會完整權能，提升議事專業化；協商制度透明化，破除黑箱政治，強化民主課責 ；落實國會議長中立化，避免政黨干預國會獨立自主。 三、擴大公民參與、推動青年參政： 推動18歲選舉權，落實青年參政；降低修憲門檻、打破鳥籠公投、廢除集遊法，擴大人民參與；修改選 罷法，開放民眾監督開票、修正罷免門檻，還權於民，建立台灣新政治。 四、落實公平正義、縮短貧富差距： 制定政黨法，追討政黨不當黨產，實現轉型正義；推動政黨入憲，確立政黨公平競爭；推動年金改革， 縮短公勞差距，消弭階級對立，穩健國家財政。 五、推升地方經濟、創造在地就業 整合中央與地方資源，利用公共資源投入，串連產業合作，促進異業結盟，共同發展在地特色經濟，創 造就業機會，減少青壯人口流失。 六、發展在地文化、營造文化嘉義 透過社區營造，增加公民參與，凝聚社區意識，由下而上營造文化環境，籌辦藝文表演活動，發展在地 特色文化，並與國際連結，提升嘉義軟實力。,
嘉義縣,一,蔡 易 餘,1,民主進步黨,第一、轉型正義計畫：推動政黨法、不當黨產處理條例，追回已脫產之不當黨產，還給國家，還給人民。 第二、憲政改革計畫：(1) 推動十八歲青年投票。(2) 調整立委席次，打破票票不等值。(3) 廢除監察院、考試院，落實三權分立。 第三、正常國家計畫：廢除台灣省政府、福建省政府、蒙藏委員會，節省國家公帑。 第四、司法改革計畫：修訂法官法、檢察官法，評鑑機制外部化，落實陽光司法，啟動人民陪審，打破恐龍法官與檢察官濫權起訴。 第五、故宮升級計畫：落實文化分權，故宮再升級，格局比照台北故宮，南北平衡發展，利用故宮的資源，協助青年發展文創。 第六、馬稠後第二期開發計畫：解決水電供應問題，催生馬稠後產業園區第二期計畫，創造就業人口。 第七、農漁業升級計畫：輔導青年農民返鄉，精進生產技術，補貼農漁用電，創造農夫市集，擴大物流行銷國際。 第八、老人福利計畫：落實長期照顧，讓老人安養有保障。 第九、食品安全計畫：爭取嘉義縣設立食品安全南部檢驗中心，建立農漁牧旗艦品牌，為食安把關。 第十、擴大商港計畫：爭取興建布袋港南北防波堤，提升布袋港成為多功能港埠，發展遊艇觀光及運輸貨物中心，復育虎尾寮沙灘，振興經濟帶動人潮。 第十一、無淹水家園計畫：針對易淹水地區，爭取納入中央治水計畫，保障人民生命財產安全。 第十二、教育安心計畫：終結 12 年國教亂象，讓家長安心。,
嘉義縣,二,陳 明 文,1,民主進步黨,一、顧產業：加速大埔美精密機械園區開發，增加就業機會及人民所得。 二、護農業：推動農業保險、設立農業博物館、修正農業天然災害救助辦法，保障農民生計並朝永續農業發展。 三、照顧弱勢：保障老人、新住民及單親婦女權益，並滿足偏遠地區之民生基本需求。 四、完善國土規劃：檢討區域計畫並放寬林班地之土地合宜使用。 五、力促區域均衡：爭取雲嘉嘉區域發展基金、推動財劃法修正。 六、健全交通及觀光網絡：爭取鐵路高架化，強化山區接駁及步道功能，建構觀光遊憩路網；爭取森林鐵路復駛，列入世界遺產。 七、食的安心：建立生產履歷，加強食品安全把關。 八、永續環境：推動治山防洪政策，開發綠色能源，建立非核家園。,
台南市,一,葉宜津,1,民主進步黨,1、落實食安五環(新創毒物及化學品專管機構、重建生產管理、10倍查驗10倍安 全、強化黑心廠商責任、全民監督食安)，徹底解決食安危機。 2、主張有財源、社區化的長期照顧體系，讓老人家窩心、家庭不感壓力。 3、主張打照多元、可負擔、優質友善的居住環境，保障人民基本居住權益。辦 理社會住宅、發展租屋體系、強化房市治理相關法令修改。 4、台灣要走出能源與環境分治對立的政策，奠定綠色生活的新基礎。在台南沙 崙成立創新綠能科技園區，作為這個生態系的樞紐；把各地的研發、製造和 人才、資金連結起來。 5、以創新及價值導向作為競爭力基礎，注重社會均衡發展，並兼顧世代及環境 正義。透過廣納、包容更多人的參與，開拓一個智慧、公平、永續的台灣新 經濟。 6、實踐世代正義、改革政府效能、啟動國會改革、落實轉型正義、終結政治惡 鬥。 7、台61線繼續延申跨過曾文溪，興建曾文溪景觀大橋，建構台南三縱四橫的交 通網路。 8、爭取新營地區鐵路立體化工程計畫，串聯鐵路東西兩側土地，改善交通瓶 頸。 9、翻轉由上而下的文化治理，建構創作自由支持體系，落實文化公民權，重建 和再現土地與人民的共同記憶，確保文化多樣性，以在地文化涵養社區生 活，提升文化經濟的文化內涵，Culture Next開放與創新⇧ 新世代、新科技， 善用文化軟實力重返國際社會。,
台南市,二,黃偉哲,0,民主進步黨,觀光文化 1.串連蕭壟、總爺等歷史文化園區，連貫園區特色。 2.修復活化古蹟、歷史建築，厚植文化深度。 產業 1.推動沿海養殖漁業專區。 2.推廣精緻農業，小農產業精緻化，鼓勵青年返鄉。 3.推動成立台南農產品運籌行銷中心。 4.加速傳產技術升格，強化整體發展。善用在地人才資料，透過產學合作，促進 產業創新發展。 勞動 1.推動產業升級，強化勞工權益。 環境 1.加快曾文溪、急水溪等市境主要河川整治期程。 2.強化污水管線工程。 交通 1.加強高鐵與市區交通接駁功能。 2.建設藍色公路。 教育 1.推動中低收入戶兒童優先進入公立幼稚園。 2.促進產學合作，擴大實習機會，提升就業力。 3.改善偏鄉學校軟硬體設備，推動優秀英語、藝術、體育老師下鄉。 社福 1.落實公共托育制度，優化生育教養環境。 2.醫療健康檢查巡迴。 3.設立小規模訓練作業所，保障身心障礙者擁有一技之長及工作機會。 新住民 1.結合鄰里原有之功能，提供新移民多元學習機會及協助融入在地生,
台南市,二,郭國文  ,2,民主進步黨,一、研擬提高薪資方案，逐步消弭低薪工作型態，輔導低薪產業轉型。 二、再造技職教育體系，提升就業教育品質與滿足實質產業需求。 三、健全勞保財務，落實政府撥補責任，確保勞保給付無虞。 四、擴大南科產業基地範圍，並與沙崙園區連結，強化台南經濟引擎動能。 五、推動山區、溪北區域農漁產穩定供銷方案，解決產銷失衡問題。 六、持續爭取與督促前瞻計畫之水環境建設，從水文根本治水，並強化應急設施。 七、落實前瞻建設台南鐵路立體化延伸至新市善化計畫，提升行的安全與效率。 八、推動財政收支規劃法修法，促成財政權下放至地方政府，提升地方行政效能。 九、推動有感司法改革，提昇法院審判品質，淘汰不良司法人員。 十、督促建構打擊虛假訊息機制，防止錯誤資訊分化挑撥，造成社會分裂。 十一、推動以流域、水圳為基礎之人文生態網絡，串連由海邊到山區的文化路徑。 十二、串連在地農漁產、歷史文化資源，打造特色文史物產觀光軸線，行銷國際,
台南市,三,陳亭妃,1,民主進步黨,堅持台灣主體性，強化國家競爭力與國際連結，力推台灣成為正常化國家。 一、推動完成18歲公民權。 二、推動下修公投法與罷免門檻。 三、推動國會改革：建構一個人民的、參與的與專業的國會。 四、協助政府推動加入TPP、FTA。 五、推動黨產歸零：處理不當黨產處理條例。 六、把關食安、督促政府落實食管法，杜絕黑心食品。 七、力推核四不商轉、2025年非核家園。 八、督促政府落實河川治理與解決水患問題，打造休憩環境。 九、督促政府落實「中研院南部院區」經費編列。 十、爭取「國家圖書南部分館」設置台南，建全資訊平台。 十一、爭取沙崙成立「創新綠能科技園區」，帶動周邊產業投資。 十二、爭取教育經費與資源，改善國中小老舊校舍，讓學童上課專心、家長安 心。 十三、爭取培訓經費，讓台南優質體育運動選手耀眼國際。 十四、爭取及扶助在地文藝團體補助經費。 十五、捍衛本土，爭取國中母語課程列為必修。 十六、捍衛弱勢權益，完善社福制度及身障者權益。 十七、捍衛勞工權益，爭取勞工創業低利貸款與權益。 十八、捍衛婦女權益，協助婦女就業與及增設公托機構與學校課後輔導。 十九、捍衛農漁民權益，爭取寬列天然災害救助機制並解決各項困境。 二十、捍衛青年權益，協助青年就業和創業。 二十一、捍衛中小企業權益，強化投資環境，創造多元就業機會、降低失業人 口。 二十二、完善長期照顧體系，爭取偏鄉醫療資源，讓老人與身障者獲得優質服 務。 二十三、爭取台南生活圈道路經費，打造繁華大台南經濟生活圈。,
台南市,四,林俊憲,1,民主進步黨,一、堅持台灣主體意識，從維護國家主權、培育本土文化、健全基礎教育等方向 努力，體現人民所共同追求的台灣價值。 二、推動新時代憲政改革，建立符合國家發展所需的進步體制架構，包括修改公 投法門檻、降低民選公職罷免限制、通過投票權為年滿十八歲等相關法案。 三、督促新政府展現行政革新效能，尤以重整國家財政為首要，在資源合理分配 原則下改革各項年金危機，活絡政府建設投資動能。 四、研擬各項獎勵產業發展法案，推動企業以創新、創意策略擴大國內投資增加 國人就業機會，並且前進國際新興市場，擺脫紅色供應鏈牽制，建立台灣經 貿競爭力與自主性。 五、建立弱勢諮商服務平台，定期邀請各類社團參與，檢討現行弱勢權益需求與 照顧的法規是否完備，打造符合公平正義的社會福利制度。 六、擴大青年參與社會、政治改革的機制，除了持續強化定期性青年營學習講座 外，未來將推動青年國是會議，讓年輕世代可以就國家發展現況發聲。 七、打造老年人口完備的生活體系，除協助建立完善的長期照護制度外，關於年 長者的居住品質、休閒環境、醫療服務、心理輔導、生活費用，也應有個別 的立法保障。 八、協助提升台南城市競爭力，爭取公平合理的直轄市統籌稅款分配；爭取中央 支持完成重大基礎建設，包括完成鐵路地下化、打造捷運等便捷路網需求； 爭取多功能會展中心園區的設置，協助各項新興產業蓬勃發展。,
台南市,五,王定宇,1,民主進步黨,一、落實台灣優先理念，拒絕一個中國框架。 二、連結牛埔農塘、308高地、虎形山公園、竹炭故事館等182沿線景點，讓龍 崎成為大台南知性休閒好所在。 三、加速沙崙綠能產業科技園區及聯外道路開發時程，讓歸仁沙崙特定區成為大 台南未來機會之窗。 四、加速砲校新址開發，增加在地消費，促進農特產品精緻化，提昇農民收益， 減緩關廟人口流失。 五、連結奇美博物館、十鼓文化園區、大台南都會公園，建構文化休憩新廊道， 增加仁德觀光收益。 六、配合台南市政府，促成永康砲校舊址成為文創園區，讓大台南總圖書館順利 進駐。 七、督促內政部儘速通過永康跨區重劃案，新闢公園，提昇生活品質。 八、結合在地、政府資源，擴大廠商投資，創造就業機會，吸引人才回流，讓新 豐舊郡成為大台南亮眼新都。,
高雄市,一,邱 議 瑩,1,民主進步黨,　議瑩的五大承諾 一、為孩子們打造更美好的未來 二、為阿公嬤打造更安康的人生 三、為爸媽們打造更和樂的家庭 四、為鄉親們打造更安全的家園 五、為各區間打造更便捷的交通,
高雄市,二,邱 志 偉,1,民主進步黨,建設經濟具特色；社會福利更全面；環境保護推永續；教育文化須深耕。 【經濟發展結合地方產業特色】 一、空：推動「小港機場」為國際旅客中轉站振興高雄觀光產業。 二、海：沿海「藍色經濟帶」－結合漁村文化及漁業資源。 三、路：興建「農漁產民生物流園區」作為南台灣貨源集散地。 四、國際：提升「螺絲產業」成為國際級產業聚落。 【社會福利打造社會安全網】 一、長者：提高老人與農漁民津貼補助；推動「永續社會安全網」落實在地老化及社區照護。 二、青年：修改《就業保險法》提供「青年初次尋職津貼」；鼓勵企業雇用在地青年。 三、幼兒：設置各區「公共托嬰中心」；放寬「幼兒教育券」發放門檻。 四、婦女：打造友善育兒環境、保障婦女就業名額。 【建設與環境兼容並蓄】 一、空氣：協助落實「高屏空氣污染物總量管制」－空污減量。 二、海岸：持續爭取築堤護岸經費改善海岸侵蝕問題。 三、道路：完善交通網－爭取高雄捷運延伸至路竹區及湖內區。 四、河川：爭取中央治水與流域管理經費。 【文化教育紮根發揚】 一、賡續推動眷村文化保存；深化地方文史教育工作；培力在地文史青年種子。 二、發放「藝文券」及「圖書券」厚植教育力。 三、建立區內產學合作機制－減緩學用落差。 四、爭取學校建設經費打造優質學習環境。,
高雄市,三,劉 世 芳,1,民主進步黨,一、盡速通過「不當黨產處置條例」，建立政黨公平競爭機制。 二、推動國防自主產業，整合產官學研合作，提升台灣自主防衛能量。 三、廣設社區關懷據點，結合居家服務及長期照護，建構政府、社區、家庭聯合照顧網絡，實踐「在地老化」的 老吾老政策。 四、打通左楠十字動脈： 1、打造左營三鐵共構園區為南方新門戶。 2、延續聚落文化景觀，重新檢討眷改政策，中央與地方共同參與眷村活化及保存。 3、盡速開闢「新台17線」，發揮聯外道路功能。 4、加快「鼎力交流道國10接國1北上高架路段」開闢，改善東西向交通瓶頸。 5、強化國訓中心與世運主場館功能，結合觀光產業，推動運動休閒園區。 五、推動產業轉型升級，追求環境永續發展： 1、中油五輕廠區，朝向生產、生活、生態的「三生新綠園」規劃發展： （1）推動「綠經濟科技園區」，引入綠能、環保等產業，帶動高雄產業轉型。 （2）啟動國營事業宿舍都更計畫，建置「安居樂業宅」，安置原居住員工，融入新移入人口。 （3）盡速進行污染區的整治，朝「生態公園」規劃。 2、持續推動楠梓加工區產業升級，形成高科技產業聚落，創造就業機會。 3、推動中油總部南遷，落實管線安全管理，實現財稅正義。,
高雄市,四,林 岱 樺,1,民主進步黨,林岱樺長年在國會經濟委員會，重視大寮、林園、仁武、鳥松經濟發展，林岱樺認為只有高雄好，台灣才會更好，不管大小地 方事，林岱樺都為您做到最好。 一、『交通』－讓城鄉沒有距離： 　　推動捷運林園延伸線、鳳松輕軌捷運線。 　　推動區域交通平衡發展，縮小城鄉差距，促進地區繁榮 二、『教育』－贏在起跑點的下一代： 　　改善教育環境，提升教學設備，促進區域教學品質及平衡教學資源分配。 三、『長照』－普及、平價、優質的長期照護系統： 　　促進政府推動各區老人日托、扶助老人社區參與及補助計畫，以因應日趨嚴重的人口老化問題。 四、『就業』－人人安薪樂業的生活： 　　推動廠商優先錄用在地人才，促進地方就業機會。 　　鼓勵新住民參與並融入社區活動，督促政府重視族群融合，成就平等就業機會。 五、『民生』－打造宜居城市： 　　改善各區排水系統，務必在雨季避免再有積水及淹水的狀況，影響居住安全與品質。 　　增進社區公園開發，鼓勵社區營造，提升居民活動空間，發展優質生活環境。 六、『產業』－在地連結，打造高雄產業聚落： 　　(一)仁大澄觀新區開發。 　　(二)重塑高屏溪山水遊廊。 　　(三)改善工業生產設備，減低污染。 　　(四)打造鳳山丘陵南段風景特定區。 　　(五)『和發產業園區』打造為南台灣綠能新興產業廊帶。 　　(六)持續完善群眾募資法，增加中小企業募集資金管道。,
